Heating Fuel,Measure Values,State,Upgrade Package Assignment,Measure Names
Natural Gas,32333.19298,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,177060.6556,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,81577.407,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,63803.92545,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,99320.2438,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,240794.4428,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,142447.1888,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,36732.25071,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,112109.8609,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,116973.041,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,80349.10139,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,89977.63138,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45126.10497,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,203596.7885,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,212942.2799,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,69799.90661,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,163641.6103,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,174782.2297,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,143873.7223,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,98021.40089,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,105771.6205,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,96549.65215,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,93553.48744,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,50840.49463,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,41400.25081,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,121790.1164,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,103623.5702,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,73294.17718,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,58349.08762,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,116584.6808,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,91106.38596,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,61781.2663,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,49423.79113,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,87941.86204,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,59890.07339,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38603.76993,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35336.05487,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,82333.84187,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,88082.70899,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46820.40355,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,54520.91643,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,108580.0848,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40944.39285,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,82207.23452,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,130356.1557,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,66867.82777,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,69751.05856,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,149862.3207,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,107293.6204,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,68554.11928,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,63378.48524,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,123269.152,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,82158.04807,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,70542.82657,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59488.89532,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,77410.46692,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,130909.3543,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,52635.93495,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,212441.0121,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,136338.2968,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,63534.05152,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,66886.39937,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,138571.2111,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,99515.62622,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,69498.5903,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,76081.33636,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,93549.09992,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,78019.70123,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41600.38415,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44335.4324,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,136467.9213,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,53748.52657,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47638.09769,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,188301.4168,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,251558.8108,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,155789.8561,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,73430.29464,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,80390.22938,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,247780.6656,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,72739.25683,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,83171.10498,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,111452.8262,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,76836.38617,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,63699.57303,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37868.76623,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37347.24388,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,96293.5544,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,77931.33367,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,251458.892,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,78368.17311,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52630.36245,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,185801.9502,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,238111.5153,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,89832.78788,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,118995.2312,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,58538.97045,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,49243.02324,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,128554.7863,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,105729.9683,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,57994.05697,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,36265.29332,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,110241.481,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,82760.99002,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,60949.38376,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,59313.60954,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,85260.6809,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,61199.18095,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42796.46367,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34274.07376,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,89279.56994,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,134221.0055,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39313.67904,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46375.55956,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,43964.30645,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,197282.1648,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,147643.738,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,64621.51475,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,194115.2588,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,105124.2004,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,68964.82325,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,43864.95678,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,170736.7336,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,227958.5298,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,78675.63914,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,66076.07131,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,143639.4596,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,70807.13372,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,61732.94913,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,112874.841,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,107513.0688,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,68517.63634,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,60994.55125,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,80141.70775,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47050.88512,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,48297.67003,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,26969.43294,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,58722.91408,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,150265.9584,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,101405.5048,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,110488.7709,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,111205.7546,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,74627.65955,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,33558.98226,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,36938.92994,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,150538.5775,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56837.51478,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,222613.9885,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,157377.7695,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,99466.03215,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,161808.4877,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,108288.7768,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,228090.8267,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,76094.33983,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,56528.75498,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,107196.7917,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,82713.60525,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46065.13554,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32590.20014,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,60406.76945,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,66508.98748,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,65420.71994,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,24262.93103,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,86699.73945,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,100552.3232,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,81134.57632,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,169798.0942,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,62892.24509,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,79702.72227,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,93209.86125,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47128.33788,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,99499.43747,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,69069.8392,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,108699.0323,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,69861.55166,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,108148.2727,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,68303.48496,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,322822.4621,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,114019.6848,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,76805.63188,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,32693.7235,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,60256.27081,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,159036.202,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,105785.8507,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,48418.7046,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55614.08002,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,141793.5224,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,119396.4911,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,63209.92961,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,52299.68375,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,105988.3517,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,68639.81702,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,65813.18453,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,159480.8707,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,77758.2236,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,188687.838,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,121624.0742,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,71692.93976,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58708.96008,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37301.57716,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,29021.78145,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,118923.7917,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,62270.63411,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47085.58375,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34581.62827,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,168145.5406,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,109703.6644,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,62456.62682,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,120552.7858,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,71814.75557,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46691.1946,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,143875.3936,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,61905.85084,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37763.8253,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,76979.89537,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,73296.47828,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34635.84658,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55746.747,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44996.52519,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49312.67706,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,102967.4278,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,93928.94406,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45774.23932,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43303.71209,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,141393.8788,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,177533.1447,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,105327.0192,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,68142.34333,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,70082.66142,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,82853.13613,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,59692.71574,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,49100.46087,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,101110.9095,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,67287.50108,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,47969.75471,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,100953.7383,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,41506.58764,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,41196.07186,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,82822.14689,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,65072.30582,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35445.08141,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32297.06219,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,73414.51018,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,77656.94254,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,48437.71149,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40082.36891,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,162926.1376,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,107711.6755,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,230851.4901,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,72315.55923,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,55031.71341,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,74568.17528,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,417287.1104,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,68168.21131,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40569.88942,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46120.68296,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,85206.43007,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44995.14049,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,28819.44548,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,28970.85009,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,215127.4201,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,62076.85926,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,71737.60134,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,44134.79951,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,51442.07253,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,47956.76944,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,73031.899,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,56068.35546,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37360.30789,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32719.97915,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,90288.38829,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,68241.08842,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39977.35279,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35527.14005,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,72167.62871,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59586.39561,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,101134.5119,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,66490.60256,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39896.14624,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,27354.39907,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,74452.67698,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,111965.4007,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,72997.52558,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,166975.2248,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,42538.5676,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55597.1722,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,159150.4324,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,76241.00668,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42862.79931,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,83288.81729,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,169557.4849,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,60796.20586,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,74530.39488,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,42719.91989,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,99116.34462,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,79942.74523,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,52648.18699,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45354.82929,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
